representation,candidate,seed,dose,dose_role,source_domain,target_domain,probe_contract,source_oof_primary_reference,transfer_degradation_source_minus_target,probe_selection_parameter,formal_hypothesis_status,evidence_level,target_id,semantic_family,target_kind,n_rows,n_log_clusters,uncertainty_contract,primary_metric,primary_point_estimate,ci95_lower,ci95_upper,mae,nrmse_sd,spearman,calibration_slope,auroc,macro_f1,class_support
C_seed3408,C,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9925426901234252,0.04517426907079358,100.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9473684210526316,0.8981376262626263,0.9791666666666667,nan,nan,nan,nan,1.0,0.7222222222222222,class_0=4; class_1=76
C_seed3408,C,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9391549300319181,-0.006589974644799046,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9457449046767171,0.9172684673010228,0.9681444860344297,3.7553420146171432,0.2329272318199032,0.9498704629467254,1.0212406053688776,nan,nan,NOT_APPLICABLE
C_seed3408,C,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9651703429214011,0.22743380554585035,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.7377365373755508,0.6683501560420316,0.8036531566611828,3.4816904711288883,0.5121166494310151,0.9413200346325531,1.4996828615334217,nan,nan,NOT_APPLICABLE
C_seed3408,C,3408,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9422504606184756,0.07678211567574755,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8654683449427281,0.6981377132003714,0.9508282114397043,1.0763504770363748,0.3667855709502105,0.7704710519468911,0.9419543909411794,nan,nan,NOT_APPLICABLE
C_seed3409,C,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9913699346659731,2.028111512625169,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-1.0367415779591957,-1.7143311074852559,-0.6146048406350322,1.0653789434662,1.4271445539815497,0.8068917018284107,0.5848240378777279,nan,nan,NOT_APPLICABLE
C_seed3409,C,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8416145449647453,1.7942493331578557,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.9526347881931103,-2.179124234489841,-0.28645371265189035,2.2949316234827606,1.3973670914234064,-0.07147210501640881,0.20922073824454615,nan,nan,NOT_APPLICABLE
C_seed3409,C,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.6476542160309342,40.53138444985014,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-39.8837302338192,-86.25520012254668,-21.047646828692443,0.6788359440152563,6.394038648133056,0.16643225503984999,0.009335015583802491,nan,nan,NOT_APPLICABLE
C_seed3409,C,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9108579067530178,224.14746254077633,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-223.2366046340233,-498.7787603213505,-111.39200903374197,0.07382181020240974,14.974531866940726,-0.16047819971870605,-0.01801018153389919,nan,nan,NOT_APPLICABLE
C_seed3409,C,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8490852258632745,41.25487098408151,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-40.40578575821824,-79.55012423769749,-22.979564524899697,0.2788359545574507,6.434732765097416,-0.03291139240506329,0.022031108298021223,nan,nan,NOT_APPLICABLE
C_seed3409,C,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9921921279759764,0.06456054902860808,10000.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9276315789473684,0.8732394366197183,0.9657534246575342,nan,nan,nan,nan,1.0,0.6715192235908921,class_0=4; class_1=76
C_seed3409,C,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9315404891125446,-0.012480979445799179,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.9440214685583438,0.9149280482562134,0.9659818810015482,3.8481622203229704,0.23659782636714197,0.9539282933331121,0.986554851371239,nan,nan,NOT_APPLICABLE
C_seed3409,C,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9620677322945709,0.25576362029655497,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.7063041119980159,0.6391474457341495,0.775450314199934,3.647023144897598,0.5419371624109054,0.9564161298200042,1.5430812430655223,nan,nan,NOT_APPLICABLE
C_seed3409,C,3409,dose0,PRIMARY,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9406291625592027,0.08771341663900722,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8529157459201955,0.7059292825366486,0.9268120724130487,1.2307238799240645,0.3835156503714086,0.8036122271569913,0.8141647753873219,nan,nan,NOT_APPLICABLE
old64,old64,NOT_APPLICABLE,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8648257412742769,10.247717209489613,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-9.382891468215336,-13.996544507570661,-6.4320223208999625,2.300375187493309,3.222249442270932,0.4791139240506329,0.1829840432875934,nan,nan,NOT_APPLICABLE
old64,old64,NOT_APPLICABLE,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.6627768973344081,7.114869154422054,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-6.452092257087646,-11.412941749666958,-3.7878680998169236,4.694677979668002,2.729852057729072,0.6713783403656821,0.22254306676753724,nan,nan,NOT_APPLICABLE
old64,old64,NOT_APPLICABLE,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.7704677315598866,21.302989975630013,100.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-20.532522244070126,-36.22025535477248,-12.390939058148776,0.513126737580877,4.640314886305683,-0.3666197843413033,-0.08295245110493436,nan,nan,NOT_APPLICABLE
old64,old64,NOT_APPLICABLE,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9251043994848664,178.8005376629213,10.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-177.87543326343643,-606.2872261343576,-18.08130317884918,0.03561420921353823,13.374432072556816,-0.13687294889826537,-0.01038189238932249,nan,nan,NOT_APPLICABLE
old64,old64,NOT_APPLICABLE,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8659183333811538,33.33542739887176,100.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-32.469509065490605,-63.11282221392168,-18.165206782548985,0.2647710794414876,5.785283836208092,-0.004430379746835443,0.0041037093149646035,nan,nan,NOT_APPLICABLE
old64,old64,NOT_APPLICABLE,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9896798604076514,0.0423114393550198,10.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9473684210526316,0.9,0.9802631578947368,nan,nan,nan,nan,0.9967105263157895,0.7222222222222222,class_0=4; class_1=76
old64,old64,NOT_APPLICABLE,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.5599802102191224,-0.0345928224732045,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.5945730326923269,0.46746814536701614,0.7001618907891733,12.300263219299485,0.6367314718997901,0.861008808235313,1.4700923830225523,nan,nan,NOT_APPLICABLE
old64,old64,NOT_APPLICABLE,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.6867622563554483,0.166370137514405,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.5203921188410433,0.4286563223047425,0.6024351615003132,5.729426171410212,0.6925372778117844,0.8680375501545902,1.8857471769586123,nan,nan,NOT_APPLICABLE
old64,old64,NOT_APPLICABLE,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.5653747980946089,0.20898741899572426,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.3563873790988846,-0.030391893810632103,0.5911415538472359,3.206695848193278,0.8022547107378774,0.6900890980171458,0.785625069597479,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9088109253928247,19.68192636143203,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-18.773115436039205,-30.34475948286317,-11.068812235901738,2.7535846682556135,4.4466971378810145,0.31129864041256444,0.10873305464955962,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8771760367899443,1.2194650054004317,0.001,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-0.3422889686104873,-0.7725147091976645,-0.035825308793633624,1.9168576536209578,1.1585719522802576,0.49392873886544775,0.8950552347447639,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8160173319616622,23.65661468630715,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-22.84059735434549,-40.40974587868647,-13.086195951277094,0.4700355083785107,4.882683417378756,-0.22175339896858887,-0.09555313201308499,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9045391831340385,84.73950060641492,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-83.83496142328089,-163.3491730729392,-47.23703933302224,0.04682548004551394,9.210589634940908,-0.14050632911392408,-0.01093596305033148,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8757503837050287,16.234558180328843,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-15.358807796623815,-28.607136141705414,-8.594576692779853,0.1727315149316587,4.044602303888952,-0.07196436943272386,-0.0027754510808519713,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9920400067731322,0.03151369098365853,1000.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.lane_change_count_proxy,lateral,categorical,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",balanced_accuracy,0.9605263157894737,0.917910447761194,0.9873457278481012,nan,nan,nan,nan,0.9901315789473684,0.7651663405088063,class_0=4; class_1=76
A_seed3407,A,3407,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9305133268927751,0.012305474623251156,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_front_distance,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.918207852269524,0.8606996734301219,0.951885322184275,4.772561729202294,0.28599326518377327,0.9488076978455289,0.9052830816420574,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9599561583372879,0.1317692542032345,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.mean_rel_speed,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.8281869041340534,0.7819392638583236,0.8723809681098629,2.8949327232732758,0.4145034328759493,0.938832198145661,1.3516456306347613,nan,nan,NOT_APPLICABLE
A_seed3407,A,3407,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9340169640917381,0.13947446145337306,0.1,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,raw33.front_pressure_score,interaction,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.794542502638365,0.6623863383340094,0.8636945266837575,1.5485007483164508,0.45327419666426527,0.7578833992405682,1.0173070350679623,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9347647907517386,6.032400591085329,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.mean_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-5.097635800333591,-8.643384913614222,-2.8737712974304612,1.5794168045932913,2.4693391424293245,0.587037037037037,0.24937041281279412,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8581894307552587,0.7951770075367716,0.01,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.end_minus_start_speed,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,0.0630124232184871,-0.4876553904540797,0.3652101293462443,1.6891232151992792,0.9679811861712566,0.46591654946085326,0.5548652966943721,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8049638969976307,45.100683477899295,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_accel,longitudinal,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-44.29571958090166,-78.66202427378842,-28.92264595620005,0.8506466611370522,6.730209475261647,-0.16804969526488514,-0.06507902527879637,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.9287635835432378,34.66181991039675,1.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.rms_yaw_rate,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-33.733056326853514,-66.49652977453657,-18.279035015881696,0.027271437948085474,5.893475742450588,-0.17979371776840133,-0.01592656797065925,nan,nan,NOT_APPLICABLE
A_seed3408,A,3408,dose25,ALL_DOSE_DESCRIPTIVE,Waymo Dynamic-v2 validation R0_DEVELOPMENT,nuPlan Stage7L historical development,"Waymo-only deterministic reconstruction: original last-view embeddings, same 5-fold scenario GroupKFold, ridge/logistic grid, seed and preprocessing; no nuPlan fitting/selection",0.8986717223865989,28.742894536151653,10.0,INCONCLUSIVE_NO_FROZEN_CROSS_DOMAIN_NUMERICAL_GATE,DEVELOPMENT_DIAGNOSTIC_EVIDENCE,ego13.heading_change_abs_total,lateral,continuous,80,79,"5,000 log-cluster Poisson bootstrap; development diagnostic only",R2,-27.844222813765054,-49.97293436828903,-17.380559225168206,0.2572331544643202,5.3706817829550335,-0.11375996249413972,-0.02218671317438592,nan,nan,NOT_APPLICABLE
