dose,dose_role,representation,candidate,seed,proxy_variable,proxy_provenance,association_model,n_rows,n_log_clusters,n_classes,grouped_balanced_accuracy,grouped_majority_baseline_balanced_accuracy,execution_status,formal_hypothesis_status,interpretation,evidence_level
dose0,PRIMARY,C_seed3408,C,3408,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.5871794871794872,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,C_seed3409,C,3409,lane_change_direction,FROZEN_SOURCE_LEDGER,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,2,0.5794871794871795,0.5,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,old64,old64,NOT_APPLICABLE,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.2365079365079365,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,A_seed3407,A,3407,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.16957671957671958,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,A_seed3408,A,3408,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.2171957671957672,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,A_seed3409,A,3409,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.12063492063492065,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,B_seed3407,B,3407,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.23359788359788355,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,B_seed3408,B,3408,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.21587301587301588,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,B_seed3409,B,3409,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.2373015873015873,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,C_seed3407,C,3407,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.22804232804232802,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,C_seed3408,C,3408,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.22989417989417987,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose0,PRIMARY,C_seed3409,C,3409,neighbor_availability_pattern,PRETREATMENT_ANCHOR_DERIVED_DESCRIPTIVE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,9,0.19391534391534393,0.1111111111111111,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,old64,old64,NOT_APPLICABLE,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3407,A,3407,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3408,A,3408,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3409,A,3409,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3407,B,3407,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3408,B,3408,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3409,B,3409,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3407,C,3407,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3408,C,3408,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3409,C,3409,scenario_source_identity_proxy,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,80,nan,nan,NOT_EVALUABLE_UNIQUE_PER_SCENARIO,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,old64,old64,NOT_APPLICABLE,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3407,A,3407,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3408,A,3408,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3409,A,3409,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3407,B,3407,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3408,B,3408,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3409,B,3409,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3407,C,3407,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3408,C,3408,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3409,C,3409,map_location_proxy,NOT_EVALUABLE_SINGLE_CATEGORY,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_SINGLE_CATEGORY,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,old64,old64,NOT_APPLICABLE,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3407,A,3407,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3408,A,3408,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3409,A,3409,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3407,B,3407,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3408,B,3408,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3409,B,3409,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3407,C,3407,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3408,C,3408,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3409,C,3409,route_road_geometry_proxy,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,1,nan,nan,NOT_EVALUABLE_RETAINED_FIELD_UNKNOWN,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,old64,old64,NOT_APPLICABLE,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.5128205128205128,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3407,A,3407,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.5142450142450142,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3408,A,3408,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.41405508072174735,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3409,A,3409,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.5759734093067426,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3407,B,3407,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.7388414055080722,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3408,B,3408,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.6367521367521367,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3409,B,3409,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.5887939221272555,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3407,C,3407,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.8124406457739791,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3408,C,3408,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.8119658119658119,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,C_seed3409,C,3409,initial_speed_bin,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.8124406457739791,0.2231718898385565,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,old64,old64,NOT_APPLICABLE,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.46106362773029436,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3407,A,3407,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.523741690408357,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3408,A,3408,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.48765432098765427,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,A_seed3409,A,3409,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.5123456790123456,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3407,B,3407,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.47293447293447294,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
dose100,PRIMARY,B_seed3408,B,3408,traffic_density,DERIVED_DESCRIPTIVE_TERTILE,fixed C=1.0 L2 logistic with within-training-fold standardization; 5-fold GroupKFold by log_name,80,79,3,0.5,0.23789173789173787,COMPUTED_DESCRIPTIVE,INCONCLUSIVE_NO_FROZEN_SHORTCUT_NUMERICAL_GATE,High scenario/source prediction alone is not treated as a shortcut claim.,DEVELOPMENT_DIAGNOSTIC_EVIDENCE
