global_row,shard_id,local_row,split
32725,6,2707,test
137841,29,1588,test
150237,31,3967,test
37047,7,2028,test
153198,32,1927,test
56273,11,3586,test
105302,22,870,test
102881,21,3450,test
97400,20,2973,test
137843,29,1590,test
96955,20,2528,test
75508,15,2787,test
150212,31,3942,test
17180,3,2174,test
106592,22,2160,test
92137,19,2710,test
112249,23,2810,test
79889,16,2168,test
96737,20,2310,test
101426,21,1995,test
50883,10,3198,test
119,0,119,test
97749,20,3322,test
709,0,709,test
98712,20,4285,test
154984,32,3713,test
92128,19,2701,test
40435,8,407,test
109,0,109,test
22735,4,2729,test
99184,20,4757,test
66051,13,3349,test
70522,14,2812,test
88373,18,3950,test
17099,3,2093,test
40636,8,608,test
10015,2,9,test
21424,4,1418,test
102943,21,3512,test
162126,34,846,test
144031,30,2762,test
89854,19,427,test
150238,31,3968,test
83674,17,944,test
15897,3,891,test
28597,5,3580,test
112250,23,2811,test
60752,12,3063,test
133688,28,2437,test
132617,28,1366,test
119290,24,4842,test
133681,28,2430,test
54191,11,1504,test
84807,18,384,test
149974,31,3704,test
108919,22,4487,test
89014,18,4591,test
128944,27,2694,test
99415,20,4988,test
103369,21,3938,test
23001,4,2995,test
133093,28,1842,test
104906,22,474,test
158589,33,2317,test
108012,22,3580,test
108314,22,3882,test
57927,12,238,test
25843,5,826,test
150637,31,4367,test
82977,17,247,test
96965,20,2538,test
94547,20,120,test
150244,31,3974,test
64491,13,1789,test
40055,8,27,test
100150,21,719,test
29799,5,4782,test
135274,28,4023,test
126877,27,627,test
28796,5,3779,test
113274,23,3835,test
81931,16,4210,test
53076,11,389,test
56767,11,4080,test
86017,18,1594,test
159952,33,3680,test
153121,32,1850,test
123606,25,4157,test
41099,8,1071,test
23367,4,3361,test
551,0,551,test
151969,32,698,test
58086,12,397,test
60968,12,3279,test
20337,4,331,test
91937,19,2510,test
84164,17,1434,test
109378,22,4946,test
29627,5,4610,test
125758,26,1305,test
65268,13,2566,test
116221,24,1773,test
107098,22,2666,test
77563,15,4842,test
77457,15,4736,test
50242,10,2557,test
163398,34,2118,test
39959,7,4940,test
118307,24,3859,test
123931,25,4482,test
3723,0,3723,test
66380,13,3678,test
1502,0,1502,test
87888,18,3465,test
154639,32,3368,test
77624,15,4903,test
57167,11,4480,test
87227,18,2804,test
11875,2,1869,test
85784,18,1361,test
72465,14,4755,test
48625,10,940,test
128079,27,1829,test
162734,34,1454,test
114791,24,343,test
161938,34,658,test
128081,27,1831,test
141562,30,293,test
62420,12,4731,test
106276,22,1844,test
150639,31,4369,test
160577,33,4305,test
91131,19,1704,test
151975,32,704,test
55795,11,3108,test
151808,32,537,test
92084,19,2657,test
138691,29,2438,test
52000,10,4315,test
97786,20,3359,test
68349,14,639,test
107891,22,3459,test
139519,29,3266,test
53042,11,355,test
54039,11,1352,test
21765,4,1759,test
49773,10,2088,test
56451,11,3764,test
26174,5,1157,test
45920,9,3248,test
127064,27,814,test
37327,7,2308,test
118182,24,3734,test
90007,19,580,test
105312,22,880,test
53593,11,906,test
21231,4,1225,test
14960,2,4954,test
29071,5,4054,test
41946,8,1918,test
57496,11,4809,test
74053,15,1332,test
31034,6,1016,test
136573,29,320,test
39186,7,4167,test
99146,20,4719,test
116665,24,2217,test
84073,17,1343,test
25245,5,228,test
134587,28,3336,test
61502,12,3813,test
81990,16,4269,test
83283,17,553,test
94236,19,4809,test
114,0,114,test
48534,10,849,test
117435,24,2987,test
152924,32,1653,test
99612,21,181,test
71680,14,3970,test
74052,15,1331,test
95213,20,786,test
37404,7,2385,test
87584,18,3161,test
54777,11,2090,test
42039,8,2011,test
164497,34,3217,test
20055,4,49,test
60699,12,3010,test
162151,34,871,test
71573,14,3863,test
154837,32,3566,test
13499,2,3493,test
97149,20,2722,test
26804,5,1787,test
112445,23,3006,test
51360,10,3675,test
105599,22,1167,test
4320,0,4320,test
57796,12,107,test
57040,11,4353,test
32861,6,2843,test
103361,21,3930,test
40392,8,364,test
52328,10,4643,test
81984,16,4263,test
74056,15,1335,test
108740,22,4308,test
117637,24,3189,test
79100,16,1379,test
159678,33,3406,test
94542,20,115,test
75616,15,2895,test
35676,7,657,test
42106,8,2078,test
139602,29,3349,test
65107,13,2405,test
84944,18,521,test
33422,6,3404,test
53129,11,442,test
12139,2,2133,test
115076,24,628,test
40569,8,541,test
35860,7,841,test
55043,11,2356,test
101050,21,1619,test
73373,15,652,test
99694,21,263,test
112307,23,2868,test
56601,11,3914,test
39867,7,4848,test
19894,3,4888,test
122886,25,3437,test
20723,4,717,test
58108,12,419,test
92205,19,2778,test
18262,3,3256,test
111746,23,2307,test
152578,32,1307,test
92348,19,2921,test
69037,14,1327,test
123874,25,4425,test
55303,11,2616,test
45853,9,3181,test
151487,32,216,test
31841,6,1823,test
95790,20,1363,test
35344,7,325,test
145335,30,4066,test
50671,10,2986,test
135645,28,4394,test
145902,30,4633,test
112306,23,2867,test
83082,17,352,test
94239,19,4812,test
8619,1,3617,test
64156,13,1454,test
161492,34,212,test
39958,7,4939,test
67415,13,4713,test
56261,11,3574,test
40246,8,218,test
27909,5,2892,test
70630,14,2920,test
20334,4,328,test
76619,15,3898,test
65143,13,2441,test
104446,22,14,test
43895,9,1223,test
495,0,495,test
71194,14,3484,test
25239,5,222,test
35881,7,862,test
132021,28,770,test
85163,18,740,test
102559,21,3128,test
25589,5,572,test
54778,11,2091,test
70628,14,2918,test
118902,24,4454,test
158032,33,1760,test
162353,34,1073,test
102329,21,2898,test
61946,12,4257,test
43773,9,1101,test
148878,31,2608,test
88866,18,4443,test
160319,33,4047,test
79150,16,1429,test
151968,32,697,test
31454,6,1436,test
4863,0,4863,test
44785,9,2113,test
103368,21,3937,test
163559,34,2279,test
91133,19,1706,test
135521,28,4270,test
60360,12,2671,test
60976,12,3287,test
48669,10,984,test
16414,3,1408,test
70131,14,2421,test
28647,5,3630,test
154187,32,2916,test
66360,13,3658,test
13937,2,3931,test
38809,7,3790,test
44369,9,1697,test
150320,31,4050,test
153309,32,2038,test
115993,24,1545,test
30111,6,93,test
55799,11,3112,test
159007,33,2735,test
56990,11,4303,test
102408,21,2977,test
87066,18,2643,test
99696,21,265,test
44031,9,1359,test
164690,34,3410,test
94447,20,20,test
162127,34,847,test
14966,2,4960,test
42262,8,2234,test
146386,31,116,test
7570,1,2568,test
99581,21,150,test
70644,14,2934,test
98139,20,3712,test
118300,24,3852,test
110816,23,1377,test
92209,19,2782,test
11556,2,1550,test
46940,9,4268,test
41353,8,1325,test
153444,32,2173,test
119112,24,4664,test
99586,21,155,test
123603,25,4154,test
84070,17,1340,test
142002,30,733,test
85788,18,1365,test
5732,1,730,test
3393,0,3393,test
57047,11,4360,test
3728,0,3728,test
150638,31,4368,test
30501,6,483,test
127590,27,1340,test
150799,31,4529,test
74050,15,1329,test
49119,10,1434,test
28646,5,3629,test
63154,13,452,test
46246,9,3574,test
147512,31,1242,test
143737,30,2468,test
161485,34,205,test
59168,12,1479,test
100830,21,1399,test
149782,31,3512,test
42495,8,2467,test
17063,3,2057,test
1500,0,1500,test
687,0,687,test
8623,1,3621,test
152427,32,1156,test
42387,8,2359,test
108678,22,4246,test
50861,10,3176,test
55511,11,2824,test
123315,25,3866,test
160324,33,4052,test
152022,32,751,test
39957,7,4938,test
70412,14,2702,test
81323,16,3602,test
20035,4,29,test
131494,28,243,test
94563,20,136,test
116715,24,2267,test
14896,2,4890,test
53642,11,955,test
44795,9,2123,test
157885,33,1613,test
63173,13,471,test
150127,31,3857,test
42377,8,2349,test
160856,33,4584,test
129013,27,2763,test
109375,22,4943,test
53074,11,387,test
85429,18,1006,test
37149,7,2130,test
36521,7,1502,test
152425,32,1154,test
158973,33,2701,test
137602,29,1349,test
119908,25,459,test
13061,2,3055,test
158511,33,2239,test
88843,18,4420,test
133239,28,1988,test
55304,11,2617,test
76026,15,3305,test
149973,31,3703,test
133689,28,2438,test
2376,0,2376,test
20042,4,36,test
71083,14,3373,test
130394,27,4144,test
37156,7,2137,test
95521,20,1094,test
76029,15,3308,test
39185,7,4166,test
97554,20,3127,test
136016,28,4765,test
136850,29,597,test
143378,30,2109,test
59616,12,1927,test
152651,32,1380,test
131718,28,467,test
151480,32,209,test
72460,14,4750,test
132775,28,1524,test
49050,10,1365,test
9732,1,4730,test
154955,32,3684,test
86008,18,1585,test
11751,2,1745,test
164503,34,3223,test
97300,20,2873,test
7707,1,2705,test
14877,2,4871,test
50397,10,2712,test
26940,5,1923,test
124689,26,236,test
37399,7,2380,test
135271,28,4020,test
38320,7,3301,test
9908,1,4906,test
42282,8,2254,test
15128,3,122,test
9727,1,4725,test
118491,24,4043,test
58079,12,390,test
26939,5,1922,test
39145,7,4126,test
105409,22,977,test
66021,13,3319,test
90645,19,1218,test
94954,20,527,test
896,0,896,test
64521,13,1819,test
92131,19,2704,test
41214,8,1186,test
71170,14,3460,test
2607,0,2607,test
149863,31,3593,test
70746,14,3036,test
64445,13,1743,test
149471,31,3201,test
147952,31,1682,test
36087,7,1068,test
93570,19,4143,test
50150,10,2465,test
161554,34,274,test
118597,24,4149,test
35689,7,670,test
141605,30,336,test
156727,33,455,test
129430,27,3180,test
151972,32,701,test
159539,33,3267,test
99610,21,179,test
153320,32,2049,test
49062,10,1377,test
164870,34,3590,test
132063,28,812,test
99066,20,4639,test
152266,32,995,test
53602,11,915,test
74807,15,2086,test
135515,28,4264,test
76786,15,4065,test
43691,9,1019,test
75629,15,2908,test
70338,14,2628,test
1419,0,1419,test
61945,12,4256,test
34848,6,4830,test
81331,16,3610,test
88982,18,4559,test
37326,7,2307,test
50309,10,2624,test
109492,23,53,test
37396,7,2377,test
132614,28,1363,test
156066,32,4795,test
153265,32,1994,test
48761,10,1076,test
160544,33,4272,test
13806,2,3800,test
11873,2,1867,test
94935,20,508,test
102328,21,2897,test
140467,29,4214,test
26516,5,1499,test
79367,16,1646,test
50377,10,2692,test
88952,18,4529,test
50672,10,2987,test
147198,31,928,test
114184,23,4745,test
109364,22,4932,test
147191,31,921,test
117398,24,2950,test
148855,31,2585,test
52423,10,4738,test
50605,10,2920,test
102327,21,2896,test
38800,7,3781,test
3160,0,3160,test
95720,20,1293,test
32067,6,2049,test
137604,29,1351,test
115141,24,693,test
86770,18,2347,test
22433,4,2427,test
29267,5,4250,test
86600,18,2177,test
131495,28,244,test
90563,19,1136,test
162730,34,1450,test
20033,4,27,test
141029,29,4776,test
23575,4,3569,test
41017,8,989,test
113669,23,4230,test
102608,21,3177,test
13214,2,3208,test
19963,3,4957,test
98461,20,4034,test
32713,6,2695,test
28033,5,3016,test
145419,30,4150,test
110676,23,1237,test
15116,3,110,test
116342,24,1894,test
158588,33,2316,test
24932,4,4926,test
59465,12,1776,test
131493,28,242,test
41016,8,988,test
25970,5,953,test
34639,6,4621,test
132085,28,834,test
106274,22,1842,test
51970,10,4285,test
108007,22,3575,test
49041,10,1356,test
114577,24,129,test
12827,2,2821,test
87535,18,3112,test
3583,0,3583,test
123377,25,3928,test
3396,0,3396,test
54532,11,1845,test
46208,9,3536,test
153321,32,2050,test
162354,34,1074,test
68958,14,1248,test
59926,12,2237,test
92349,19,2922,test
67029,13,4327,test
43696,9,1024,test
81321,16,3600,test
13059,2,3053,test
144893,30,3624,test
100725,21,1294,test
144228,30,2959,test
69479,14,1769,test
43519,9,847,test
82923,17,193,test
14953,2,4947,test
76038,15,3317,test
105303,22,871,test
118904,24,4456,test
131806,28,555,test
149785,31,3515,test
96959,20,2532,test
38904,7,3885,test
13953,2,3947,test
117396,24,2948,test
135270,28,4019,test
79426,16,1705,test
91424,19,1997,test
104,0,104,test
110811,23,1372,test
106194,22,1762,test
70642,14,2932,test
7985,1,2983,test
159806,33,3534,test
142565,30,1296,test
134721,28,3470,test
137284,29,1031,test
142765,30,1496,test
77143,15,4422,test
45088,9,2416,test
116920,24,2472,test
94565,20,138,test
149791,31,3521,test
59154,12,1465,test
158591,33,2319,test
68071,14,361,test
158133,33,1861,test
6225,1,1223,test
119291,24,4843,test
93877,19,4450,test
109366,22,4934,test
142563,30,1294,test
54513,11,1826,test
92154,19,2727,test
123489,25,4040,test
90640,19,1213,test
17258,3,2252,test
113320,23,3881,test
110498,23,1059,test
113275,23,3836,test
18766,3,3760,test
27817,5,2800,test
38810,7,3791,test
145330,30,4061,test
108993,22,4561,test
70649,14,2939,test
119486,25,37,test
89894,19,467,test
102322,21,2891,test
160579,33,4307,test
84154,17,1424,test
99584,21,153,test
116240,24,1792,test
73852,15,1131,test
58916,12,1227,test
69380,14,1670,test
48632,10,947,test
77358,15,4637,test
92211,19,2784,test
119156,24,4708,test
13144,2,3138,test
109365,22,4933,test
89877,19,450,test
36514,7,1495,test
2363,0,2363,test
83752,17,1022,test
96961,20,2534,test
86016,18,1593,test
56597,11,3910,test
46191,9,3519,test
87735,18,3312,test
15408,3,402,test
55044,11,2357,test
108221,22,3789,test
149111,31,2841,test
58610,12,921,test
134695,28,3444,test
24663,4,4657,test
3727,0,3727,test
905,0,905,test
149972,31,3702,test
31793,6,1775,test
95739,20,1312,test
160011,33,3739,test
97886,20,3459,test
17472,3,2466,test
74735,15,2014,test
60750,12,3061,test
49140,10,1455,test
163412,34,2132,test
80132,16,2411,test
93567,19,4140,test
13583,2,3577,test
62988,13,286,test
154200,32,2929,test
133087,28,1836,test
23092,4,3086,test
36517,7,1498,test
118287,24,3839,test
66019,13,3317,test
54763,11,2076,test
116905,24,2457,test
121615,25,2166,test
55149,11,2462,test
44788,9,2116,test
113114,23,3675,test
105587,22,1155,test
94953,20,526,test
130669,27,4419,test
18258,3,3252,test
96084,20,1657,test
158172,33,1900,test
18768,3,3762,test
43938,9,1266,test
37638,7,2619,test
97395,20,2968,test
87891,18,3468,test
90638,19,1211,test
28582,5,3565,test
54776,11,2089,test
60971,12,3282,test
89010,18,4587,test
47599,9,4927,test
20333,4,327,test
84217,17,1487,test
14043,2,4037,test
163779,34,2499,test
80137,16,2416,test
109326,22,4894,test
85211,18,788,test
139915,29,3662,test
2608,0,2608,test
94951,20,524,test
40531,8,503,test
55128,11,2441,test
38405,7,3386,test
44787,9,2115,test
49678,10,1993,test
102325,21,2894,test
47844,10,159,test
53590,11,903,test
134434,28,3183,test
67566,13,4864,test
162811,34,1531,test
142562,30,1293,test
36099,7,1080,test
46252,9,3580,test
60536,12,2847,test
62466,12,4777,test
122117,25,2668,test
8547,1,3545,test
38407,7,3388,test
6974,1,1972,test
76590,15,3869,test
142561,30,1292,test
5244,1,242,test
26533,5,1516,test
114111,23,4672,test
43825,9,1153,test
101048,21,1617,test
114181,23,4742,test
17752,3,2746,test
109368,22,4936,test
80066,16,2345,test
1499,0,1499,test
34194,6,4176,test
142769,30,1500,test
58323,12,634,test
25837,5,820,test
136309,29,56,test
35679,7,660,test
106552,22,2120,test
97826,20,3399,test
54781,11,2094,test
92089,19,2662,test
22443,4,2437,test
148501,31,2231,test
146189,30,4920,test
102308,21,2877,test
58920,12,1231,test
164653,34,3373,test
34193,6,4175,test
9822,1,4820,test
29025,5,4008,test
109222,22,4790,test
95726,20,1299,test
20182,4,176,test
126878,27,628,test
94949,20,522,test
40638,8,610,test
34652,6,4634,test
73738,15,1017,test
145418,30,4149,test
111228,23,1789,test
85137,18,714,test
99582,21,151,test
92143,19,2716,test
161307,34,27,test
16984,3,1978,test
121326,25,1877,test
147891,31,1621,test
2398,0,2398,test
85035,18,612,test
43512,9,840,test
104690,22,258,test
64668,13,1966,test
74811,15,2090,test
114794,24,346,test
43388,9,716,test
23362,4,3356,test
154204,32,2933,test
49762,10,2077,test
108771,22,4339,test
111,0,111,test
29068,5,4051,test
150245,31,3975,test
75419,15,2698,test
128077,27,1827,test
111229,23,1790,test
159541,33,3269,test
77450,15,4729,test
137280,29,1027,test
61948,12,4259,test
163298,34,2018,test
99695,21,264,test
75723,15,3002,test
7592,1,2590,test
93879,19,4452,test
147045,31,775,test
9728,1,4726,test
99453,21,22,test
47916,10,231,test
127688,27,1438,test
112902,23,3463,test
142729,30,1460,test
163910,34,2630,test
124455,26,2,test
79113,16,1392,test
34039,6,4021,test
119340,24,4892,test
79091,16,1370,test
162043,34,763,test
109274,22,4842,test
107313,22,2881,test
97783,20,3356,test
23361,4,3355,test
58082,12,393,test
163913,34,2633,test
134690,28,3439,test
131210,27,4960,test
32222,6,2204,test
46846,9,4174,test
69956,14,2246,test
95921,20,1494,test
99985,21,554,test
13610,2,3604,test
108991,22,4559,test
82591,16,4870,test
58917,12,1228,test
60241,12,2552,test
20517,4,511,test
146825,31,555,test
158738,33,2466,test
81063,16,3342,test
149514,31,3244,test
153071,32,1800,test
144977,30,3708,test
105737,22,1305,test
4864,0,4864,test
150922,31,4652,test
13096,2,3090,test
36086,7,1067,test
56768,11,4081,test
121831,25,2382,test
17181,3,2175,test
164538,34,3258,test
67043,13,4341,test
20276,4,270,test
16039,3,1033,test
87276,18,2853,test
150692,31,4422,test
5080,1,78,test
70428,14,2718,test
2,0,2,test
125862,26,1409,test
97827,20,3400,test
63169,13,467,test
24367,4,4361,test
144089,30,2820,test
3733,0,3733,test
58110,12,421,test
33520,6,3502,test
141759,30,490,test
83757,17,1027,test
5733,1,731,test
130620,27,4370,test
162351,34,1071,test
151491,32,220,test
99341,20,4914,test
135266,28,4015,test
51164,10,3479,test
155218,32,3947,test
60974,12,3285,test
143013,30,1744,test
28649,5,3632,test
124221,25,4772,test
17175,3,2169,test
114078,23,4639,test
95148,20,721,test
155733,32,4462,test
67727,14,17,test
104156,21,4725,test
40320,8,292,test
78861,16,1140,test
7571,1,2569,test
26757,5,1740,test
67369,13,4667,test
82590,16,4869,test
122817,25,3368,test
133128,28,1877,test
161124,33,4852,test
161552,34,272,test
130304,27,4054,test
94448,20,21,test
49680,10,1995,test
101047,21,1616,test
154189,32,2918,test
145336,30,4067,test
115056,24,608,test
126561,27,311,test
37051,7,2032,test
82416,16,4695,test
44536,9,1864,test
18992,3,3986,test
29271,5,4254,test
2366,0,2366,test
27391,5,2374,test
98137,20,3710,test
18257,3,3251,test
118889,24,4441,test
9370,1,4368,test
80491,16,2770,test
104486,22,54,test
59609,12,1920,test
148252,31,1982,test
125138,26,685,test
68957,14,1247,test
39143,7,4124,test
2399,0,2399,test
122127,25,2678,test
11259,2,1253,test
145440,30,4171,test
136087,28,4836,test
126874,27,624,test
157886,33,1614,test
93924,19,4497,test
157894,33,1622,test
73606,15,885,test
102306,21,2875,test
93507,19,4080,test
148876,31,2606,test
89700,19,273,test
23093,4,3087,test
60669,12,2980,test
140254,29,4001,test
123490,25,4041,test
151976,32,705,test
154986,32,3715,test
13145,2,3139,test
125864,26,1411,test
2126,0,2126,test
143014,30,1745,test
139883,29,3630,test
87889,18,3466,test
155522,32,4251,test
76126,15,3405,test
92352,19,2925,test
122543,25,3094,test
102084,21,2653,test
99347,20,4920,test
58975,12,1286,test
86968,18,2545,test
62474,12,4785,test
51165,10,3480,test
161594,34,314,test
98598,20,4171,test
146820,31,550,test
92130,19,2703,test
30197,6,179,test
22305,4,2299,test
95028,20,601,test
73754,15,1033,test
150800,31,4530,test
99425,20,4998,test
145292,30,4023,test
115215,24,767,test
92152,19,2725,test
118177,24,3729,test
116145,24,1697,test
7708,1,2706,test
154964,32,3693,test
158788,33,2516,test
92875,19,3448,test
94545,20,118,test
58278,12,589,test
138276,29,2023,test
36358,7,1339,test
74770,15,2049,test
152025,32,754,test
74959,15,2238,test
160576,33,4304,test
152916,32,1645,test
11669,2,1663,test
52004,10,4319,test
49211,10,1526,test
109369,22,4937,test
46501,9,3829,test
79101,16,1380,test
85382,18,959,test
66072,13,3370,test
158130,33,1858,test
148854,31,2584,test
91811,19,2384,test
46251,9,3579,test
29949,5,4932,test
94952,20,525,test
92409,19,2982,test
118297,24,3849,test
85347,18,924,test
155115,32,3844,test
21774,4,1768,test
11261,2,1255,test
86574,18,2151,test
28436,5,3419,test
147117,31,847,test
132762,28,1511,test
76047,15,3326,test
46942,9,4270,test
10219,2,213,test
48002,10,317,test
16175,3,1169,test
20284,4,278,test
121696,25,2247,test
4419,0,4419,test
73298,15,577,test
52690,11,3,test
34309,6,4291,test
70115,14,2405,test
137717,29,1464,test
3736,0,3736,test
60047,12,2358,test
48371,10,686,test
138437,29,2184,test
128734,27,2484,test
99583,21,152,test
143494,30,2225,test
147190,31,920,test
79498,16,1777,test
13941,2,3935,test
69366,14,1656,test
85270,18,847,test
34355,6,4337,test
28149,5,3132,test
46849,9,4177,test
29268,5,4251,test
49174,10,1489,test
150240,31,3970,test
105738,22,1306,test
34522,6,4504,test
41498,8,1470,test
84220,17,1490,test
138584,29,2331,test
86025,18,1602,test
8622,1,3620,test
44032,9,1360,test
98714,20,4287,test
73737,15,1016,test
14039,2,4033,test
20286,4,280,test
53643,11,956,test
54108,11,1421,test
154985,32,3714,test
142004,30,735,test
107102,22,2670,test
25836,5,819,test
131188,27,4938,test
144229,30,2960,test
118143,24,3695,test
24017,4,4011,test
10778,2,772,test
118419,24,3971,test
150129,31,3859,test
69833,14,2123,test
70123,14,2413,test
93505,19,4078,test
127133,27,883,test
51681,10,3996,test
109372,22,4940,test
104948,22,516,test
98038,20,3611,test
6234,1,1232,test
10879,2,873,test
43510,9,838,test
43511,9,839,test
22475,4,2469,test
156857,33,585,test
132611,28,1360,test
897,0,897,test
29950,5,4933,test
143623,30,2354,test
151339,32,68,test
126288,27,38,test
164496,34,3216,test
60368,12,2679,test
63554,13,852,test
36515,7,1496,test
159878,33,3606,test
130319,27,4069,test
66050,13,3348,test
84809,18,386,test
85213,18,790,test
77452,15,4731,test
17571,3,2565,test
2373,0,2373,test
138016,29,1763,test
150818,31,4548,test
109374,22,4942,test
3457,0,3457,test
4509,0,4509,test
105899,22,1467,test
2396,0,2396,test
34359,6,4341,test
163905,34,2625,test
104952,22,520,test
95122,20,695,test
97553,20,3126,test
53637,11,950,test
132083,28,832,test
142732,30,1463,test
31453,6,1435,test
17064,3,2058,test
97746,20,3319,test
122124,25,2675,test
146821,31,551,test
124736,26,283,test
146819,31,549,test
49683,10,1998,test
157207,33,935,test
135744,28,4493,test
39690,7,4671,test
711,0,711,test
8546,1,3544,test
119289,24,4841,test
117399,24,2951,test
150172,31,3902,test
91132,19,1705,test
120198,25,749,test
9191,1,4189,test
105149,22,717,test
123937,25,4488,test
121694,25,2245,test
34310,6,4292,test
147109,31,839,test
44933,9,2261,test
142564,30,1295,test
11180,2,1174,test
153323,32,2052,test
43685,9,1013,test
28564,5,3547,test
967,0,967,test
85210,18,787,test
554,0,554,test
126484,27,234,test
24469,4,4463,test
84156,17,1426,test
34532,6,4514,test
9142,1,4140,test
114792,24,344,test
86018,18,1595,test
3544,0,3544,test
97529,20,3102,test
48239,10,554,test
128911,27,2661,test
156859,33,587,test
118485,24,4037,test
81934,16,4213,test
50241,10,2556,test
102409,21,2978,test
113668,23,4229,test
102606,21,3175,test
1829,0,1829,test
30687,6,669,test
149783,31,3513,test
12844,2,2838,test
164413,34,3133,test
124758,26,305,test
30003,5,4986,test
89487,19,60,test
60689,12,3000,test
91753,19,2326,test
93329,19,3902,test
59726,12,2037,test
115214,24,766,test
66077,13,3375,test
88503,18,4080,test
148151,31,1881,test
3454,0,3454,test
60362,12,2673,test
8629,1,3627,test
107253,22,2821,test
102563,21,3132,test
53603,11,916,test
13060,2,3054,test
158495,33,2223,test
58279,12,590,test
39144,7,4125,test
148583,31,2313,test
144090,30,2821,test
4789,0,4789,test
39146,7,4127,test
27624,5,2607,test
118185,24,3737,test
94247,19,4820,test
50860,10,3175,test
65186,13,2484,test
100266,21,835,test
73367,15,646,test
49063,10,1378,test
28440,5,3423,test
51169,10,3484,test
147894,31,1624,test
163,0,163,test
163181,34,1901,test
58914,12,1225,test
106286,22,1854,test
84163,17,1433,test
37397,7,2378,test
37401,7,2382,test
159295,33,3023,test
123496,25,4047,test
92360,19,2933,test
50306,10,2621,test
137605,29,1352,test
46498,9,3826,test
117172,24,2724,test
100832,21,1401,test
148152,31,1882,test
102565,21,3134,test
102582,21,3151,test
80608,16,2887,test
2394,0,2394,test
65498,13,2796,test
107039,22,2607,test
50575,10,2890,test
53918,11,1231,test
118303,24,3855,test
119338,24,4890,test
118178,24,3730,test
42264,8,2236,test
85034,18,611,test
111063,23,1624,test
145760,30,4491,test
89656,19,229,test
106628,22,2196,test
75500,15,2779,test
130940,27,4690,test
98923,20,4496,test
163741,34,2461,test
8627,1,3625,test
87582,18,3159,test
30686,6,668,test
97396,20,2969,test
6630,1,1628,test
9824,1,4822,test
163909,34,2629,test
146182,30,4913,test
127778,27,1528,test
95024,20,597,test
92285,19,2858,test
142727,30,1458,test
42884,9,212,test
73302,15,581,test
160512,33,4240,test
38310,7,3291,test
66626,13,3924,test
139914,29,3661,test
39602,7,4583,test
150138,31,3868,test
73174,15,453,test
139601,29,3348,test
71084,14,3374,test
49121,10,1436,test
154127,32,2856,test
10017,2,11,test
115120,24,672,test
117393,24,2945,test
20731,4,725,test
13799,2,3793,test
118906,24,4458,test
87062,18,2639,test
124419,25,4970,test
138017,29,1764,test
120349,25,900,test
54538,11,1851,test
71782,14,4072,test
157642,33,1370,test
81933,16,4212,test
65179,13,2477,test
71981,14,4271,test
145329,30,4060,test
87540,18,3117,test
147738,31,1468,test
122126,25,2677,test
138689,29,2436,test
45898,9,3226,test
69951,14,2241,test
90650,19,1223,test
135704,28,4453,test
124454,26,1,test
102899,21,3468,test
96001,20,1574,test
156856,33,584,test
109522,23,83,test
49768,10,2083,test
113961,23,4522,test
13702,2,3696,test
101974,21,2543,test
40712,8,684,test
3980,0,3980,test
29264,5,4247,test
142109,30,840,test
118596,24,4148,test
120669,25,1220,test
78338,16,617,test
14958,2,4952,test
7863,1,2861,test
57861,12,172,test
38499,7,3480,test
149779,31,3509,test
70844,14,3134,test
49122,10,1437,test
155131,32,3860,test
24096,4,4090,test
130251,27,4001,test
114182,23,4743,test
70397,14,2687,test
80659,16,2938,test
41220,8,1192,test
119551,25,102,test
109763,23,324,test
137275,29,1022,test
81357,16,3636,test
6222,1,1220,test
37599,7,2580,test
162397,34,1117,test
92403,19,2976,test
102406,21,2975,test
13489,2,3483,test
3860,0,3860,test
102307,21,2876,test
95571,20,1144,test
132022,28,771,test
73299,15,578,test
24011,4,4005,test
62396,12,4707,test
66765,13,4063,test
150812,31,4542,test
22306,4,2300,test
102492,21,3061,test
36513,7,1494,test
154203,32,2932,test
60962,12,3273,test
80609,16,2888,test
78340,16,619,test
49059,10,1374,test
149976,31,3706,test
608,0,608,test
13488,2,3482,test
110819,23,1380,test
64326,13,1624,test
3196,0,3196,test
102303,21,2872,test
16168,3,1162,test
12511,2,2505,test
33431,6,3413,test
13944,2,3938,test
94707,20,280,test
10409,2,403,test
60692,12,3003,test
91751,19,2324,test
164414,34,3134,test
154709,32,3438,test
138692,29,2439,test
105227,22,795,test
142003,30,734,test
88845,18,4422,test
24010,4,4004,test
152918,32,1647,test
55143,11,2456,test
127206,27,956,test
77141,15,4420,test
36327,7,1308,test
103848,21,4417,test
75505,15,2784,test
65269,13,2567,test
97402,20,2975,test
5785,1,783,test
146136,30,4867,test
11073,2,1067,test
672,0,672,test
158862,33,2590,test
5408,1,406,test
46835,9,4163,test
34312,6,4294,test
53917,11,1230,test
125135,26,682,test
71785,14,4075,test
94446,20,19,test
46248,9,3576,test
47199,9,4527,test
11075,2,1069,test
101779,21,2348,test
18277,3,3271,test
32094,6,2076,test
92086,19,2659,test
73301,15,580,test
89054,18,4631,test
147953,31,1683,test
131242,27,4992,test
160836,33,4564,test
22999,4,2993,test
125677,26,1224,test
98709,20,4282,test
70413,14,2703,test
74810,15,2089,test
60978,12,3289,test
25865,5,848,test
68687,14,977,test
109370,22,4938,test
80892,16,3171,test
160858,33,4586,test
